GameLevel ,TaskNo,Floor,RoomID,RoomName,Equipment,EquipmentType,HotSpotID,IsActiveZone,Rated Power(W),Voltage(V),Current(mA),Frequency(Hz),No_of_hours,Standby_power (W),Standby_hours,Number_of_fixtureUnits,Diversity_Factor(Reference),BrandName,ModelID,SerialNumber,YearOFManufacture,TemplateImage ,LogoImage,ProductImage1,ProductImage2,InwardGoodsInspectionReportImage,Total flux (Lumens),LuminousEfficacy(lm/w),CCT(oK),CRI,Length(m),Breadth(m),Height(m),SurfaceArea(Sq.m),OperatorID,C_28,C_29,C_30,C_31,C_32,C_33,C_34,C_35,C_36,C_37,C_38,C_39,C_40,C_41,C_42,C_43,C_44,C_45,C_46,C_47,C_48,C_49,C_50,C_51,C_52,C_53,C_54,C_55,C_56,C_57,C_58,C_59,C_60,C_61,C_62,C_63,C_64,C_65,C_66,C_67,C_68,C_69,C_70,C_71,C_72,C_73,C_74,C_75,C_76,C_77,C_78,C_79,C_80,C_81,C_82,C_83,C_84,C_85,C_86,C_87,C_88,C_89,C_90,C_91,C_92,C_93,C_94,C_95,C_96,C_97,C_98,C_99,C_100,EnergyPERday,NoOFdays ,AnnualEnergy 
L1,T11,FF,Z27,Female toilet,Can lights,Lighting,L1_T11_FF_Z27_H117,TRUE,HSclickPopUpSpecImage,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,L1_T11_Formula1,L1_T11_Formula1,L1_T11_Formula1,BMSassetTracker+LSTM_inventoryPage,L1_T11_Formula1,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,NA,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L1,T11,SF,Z01,Male toilet,Hanging Lights,Lighting,L1_T11_SF_Z01_H120,TRUE,HSclickPopUpSpecImage,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,L1_T11_Formula1,L1_T11_Formula1,L1_T11_Formula1,BMSassetTracker+LSTM_inventoryPage,L1_T11_Formula1,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,NA,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L1,T11,SF,Z01,Male toilet,Can lights,Lighting,L1_T11_SF_Z01_H121,TRUE,HSclickPopUpSpecImage,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,L1_T11_Formula1,L1_T11_Formula1,L1_T11_Formula1,BMSassetTracker+LSTM_inventoryPage,L1_T11_Formula1,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,NA,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L1,T11,SF,Z02 ,Open-plan office,Hanging Lights,Lighting,L1_T11_SF_Z02_H124,TRUE,HSclickPopUpSpecImage,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,L1_T11_Formula1,L1_T11_Formula1,L1_T11_Formula1,BMSassetTracker+LSTM_inventoryPage,L1_T11_Formula1,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,NA,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L1,T11,SF,Z04 ,Open-plan office,Hanging Lights,Lighting,L1_T11_SF_Z04_H127,FALSE,HSclickPopUpSpecImage,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,L1_T11_Formula1,L1_T11_Formula1,L1_T11_Formula1,BMSassetTracker+LSTM_inventoryPage,L1_T11_Formula1,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,NA,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L1,T11,SF,Z06,AHU,Hanging Lights,Lighting,L1_T11_SF_Z06_H131,FALSE,HSclickPopUpSpecImage,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,L1_T11_Formula1,L1_T11_Formula1,L1_T11_Formula1,BMSassetTracker+LSTM_inventoryPage,L1_T11_Formula1,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,NA,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L1,T11,SF,Z07,Corridor,Hanging lights,Lighting,L1_T11_SF_Z07_H132,FALSE,HSclickPopUpSpecImage,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,L1_T11_Formula1,L1_T11_Formula1,L1_T11_Formula1,BMSassetTracker+LSTM_inventoryPage,L1_T11_Formula1,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,NA,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L1,T11,SF,Z08,Cabin,Hanging Lights,Lighting,L1_T11_SF_Z08_H133,FALSE,HSclickPopUpSpecImage,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,L1_T11_Formula1,L1_T11_Formula1,L1_T11_Formula1,BMSassetTracker+LSTM_inventoryPage,L1_T11_Formula1,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,NA,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L1,T11,SF,Z09,Cabin,Hanging Lights,Lighting,L1_T11_SF_Z09_H136,FALSE,HSclickPopUpSpecImage,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,L1_T11_Formula1,L1_T11_Formula1,L1_T11_Formula1,BMSassetTracker+LSTM_inventoryPage,L1_T11_Formula1,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,NA,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L1,T11,SF,Z10,Cabin,Hanging Lights,Lighting,L1_T11_SF_Z10_H139,FALSE,HSclickPopUpSpecImage,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,L1_T11_Formula1,L1_T11_Formula1,L1_T11_Formula1,BMSassetTracker+LSTM_inventoryPage,L1_T11_Formula1,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,NA,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L1,T11,SF,Z11,Elevator,Hanging lights,Lighting,L1_T11_SF_Z11_H142,FALSE,HSclickPopUpSpecImage,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,L1_T11_Formula1,L1_T11_Formula1,L1_T11_Formula1,BMSassetTracker+LSTM_inventoryPage,L1_T11_Formula1,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,NA,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L1,T11,SF,Z11,Stairway,Staircase can lights,Lighting,L1_T11_SF_Z11_H143,FALSE,HSclickPopUpSpecImage,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,L1_T11_Formula1,L1_T11_Formula1,L1_T11_Formula1,BMSassetTracker+LSTM_inventoryPage,L1_T11_Formula1,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,NA,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L1,T11,SF,Z12,Cabin,Hanging Lights,Lighting,L1_T11_SF_Z12_H144,FALSE,HSclickPopUpSpecImage,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,L1_T11_Formula1,L1_T11_Formula1,L1_T11_Formula1,BMSassetTracker+LSTM_inventoryPage,L1_T11_Formula1,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,NA,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L1,T11,SF,Z13,Cabin,Hanging Lights,Lighting,L1_T11_SF_Z13_H147,FALSE,HSclickPopUpSpecImage,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,L1_T11_Formula1,L1_T11_Formula1,L1_T11_Formula1,BMSassetTracker+LSTM_inventoryPage,L1_T11_Formula1,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,NA,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L1,T11,SF,Z14,Cabin,Hanging Lights,Lighting,L1_T11_SF_Z14_H150,FALSE,HSclickPopUpSpecImage,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,L1_T11_Formula1,L1_T11_Formula1,L1_T11_Formula1,BMSassetTracker+LSTM_inventoryPage,L1_T11_Formula1,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,NA,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L1,T11,SF,Z15,Corridor,Hanging lights,Lighting,L1_T11_SF_Z15_H153,FALSE,HSclickPopUpSpecImage,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,L1_T11_Formula1,L1_T11_Formula1,L1_T11_Formula1,BMSassetTracker+LSTM_inventoryPage,L1_T11_Formula1,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,NA,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L1,T11,SF,Z16,Meeting room 3,Hanging lights,Lighting,L1_T11_SF_Z16_H154,FALSE,HSclickPopUpSpecImage,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,L1_T11_Formula1,L1_T11_Formula1,L1_T11_Formula1,BMSassetTracker+LSTM_inventoryPage,L1_T11_Formula1,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,NA,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L1,T11,SF,Z17,Cabin,Hanging Lights,Lighting,L1_T11_SF_Z17_H157,FALSE,HSclickPopUpSpecImage,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,L1_T11_Formula1,L1_T11_Formula1,L1_T11_Formula1,BMSassetTracker+LSTM_inventoryPage,L1_T11_Formula1,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,NA,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L1,T11,SF,Z18,Cabin,Hanging Lights,Lighting,L1_T11_SF_Z18_H160,FALSE,HSclickPopUpSpecImage,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,L1_T11_Formula1,L1_T11_Formula1,L1_T11_Formula1,BMSassetTracker+LSTM_inventoryPage,L1_T11_Formula1,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,NA,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L1,T11,SF,Z19,Cabin,Hanging Lights,Lighting,L1_T11_SF_Z19_H163,FALSE,HSclickPopUpSpecImage,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,L1_T11_Formula1,L1_T11_Formula1,L1_T11_Formula1,BMSassetTracker+LSTM_inventoryPage,L1_T11_Formula1,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,NA,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L1,T11,SF,Z20,Cabin,Hanging Lights,Lighting,L1_T11_SF_Z20_H166,FALSE,HSclickPopUpSpecImage,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,L1_T11_Formula1,L1_T11_Formula1,L1_T11_Formula1,BMSassetTracker+LSTM_inventoryPage,L1_T11_Formula1,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,NA,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L1,T11,SF,Z21,Cabin,Hanging Lights,Lighting,L1_T11_SF_Z21_H169,FALSE,HSclickPopUpSpecImage,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,L1_T11_Formula1,L1_T11_Formula1,L1_T11_Formula1,BMSassetTracker+LSTM_inventoryPage,L1_T11_Formula1,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,NA,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L1,T11,SF,Z22,Cabin,Hanging Lights,Lighting,L1_T11_SF_Z22_H172,FALSE,HSclickPopUpSpecImage,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,L1_T11_Formula1,L1_T11_Formula1,L1_T11_Formula1,BMSassetTracker+LSTM_inventoryPage,L1_T11_Formula1,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,NA,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
